id,name,type_1,type_2,img_url,hp,attack,defense,speed
10121,gumshoos-totem,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png,88,110,60,45
10122,vikavolt-totem,bug,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10122.png,77,70,90,43
10123,oricorio-pom-pom,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png,75,70,70,93
10124,oricorio-pau,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png,75,70,70,93
10125,oricorio-sensu,ghost,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png,75,70,70,93
10126,lycanroc-midnight,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png,85,115,75,82
10127,wishiwashi-school,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png,45,140,130,30
10128,lurantis-totem,grass,,,70,105,90,45
10129,salazzle-totem,poison,fire,,68,64,60,117
10130,minior-orange-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10130.png,60,60,100,60
10131,minior-yellow-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10131.png,60,60,100,60
10132,minior-green-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10132.png,60,60,100,60
10133,minior-blue-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10133.png,60,60,100,60
10134,minior-indigo-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10134.png,60,60,100,60
10135,minior-violet-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10135.png,60,60,100,60
10136,minior-red,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10136.png,60,100,60,120
10137,minior-orange,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10137.png,60,100,60,120
10138,minior-yellow,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10138.png,60,100,60,120
10139,minior-green,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10139.png,60,100,60,120
10140,minior-blue,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10140.png,60,100,60,120
10141,minior-indigo,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10141.png,60,100,60,120
10142,minior-violet,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10142.png,60,100,60,120
10143,mimikyu-busted,ghost,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10143.png,55,90,80,96
10144,mimikyu-totem-disguised,ghost,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10144.png,55,90,80,96
10145,mimikyu-totem-busted,ghost,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10145.png,55,90,80,96
10146,kommo-o-totem,dragon,fighting,,75,110,125,85
10147,magearna-original,steel,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png,80,95,115,65
10148,pikachu-partner-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10148.png,35,55,40,90
10149,marowak-totem,fire,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10149.png,60,80,110,45
10150,ribombee-totem,bug,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10150.png,60,55,60,124
10151,rockruff-own-tempo,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10151.png,45,65,40,60
10152,lycanroc-dusk,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png,75,117,65,110
10153,araquanid-totem,water,bug,,68,70,92,42
10154,togedemaru-totem,electric,steel,,65,98,63,96
10155,necrozma-dusk,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10155.png,97,157,127,77
10156,necrozma-dawn,psychic,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10156.png,97,113,109,77
10157,necrozma-ultra,psychic,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10157.png,97,167,97,129
10158,pikachu-starter,electric,,,45,80,50,120
10159,eevee-starter,normal,,,65,75,70,75
10160,pikachu-world-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10160.png,35,55,40,90
10161,meowth-galar,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png,50,65,55,40
10162,ponyta-galar,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10162.png,50,85,55,90
10163,rapidash-galar,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10163.png,65,100,70,105
10164,slowpoke-galar,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10164.png,90,65,65,15
10165,slowbro-galar,poison,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10165.png,95,100,95,30
10166,farfetchd-galar,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png,52,95,55,55
10167,weezing-galar,poison,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10167.png,65,90,120,60
10168,mr-mime-galar,ice,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10168.png,50,65,65,100
10169,articuno-galar,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png,90,85,85,95
10170,zapdos-galar,fighting,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png,90,125,90,100
10171,moltres-galar,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png,90,85,90,90
10172,slowking-galar,poison,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png,95,65,80,30
10173,corsola-galar,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png,60,55,100,30
10174,zigzagoon-galar,dark,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png,38,30,41,60
10175,linoone-galar,dark,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png,78,70,61,100
10176,darumaka-galar,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png,70,90,45,50
10177,darmanitan-galar-standard,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png,105,140,55,95
10178,darmanitan-galar-zen,ice,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png,105,160,55,135
10179,yamask-galar,ground,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png,38,55,85,30
10180,stunfisk-galar,ground,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png,109,81,99,32
10181,zygarde-10,dragon,ground,,54,100,71,115
10182,cramorant-gulping,flying,water,,70,85,55,85
10183,cramorant-gorging,flying,water,,70,85,55,85
10184,toxtricity-low-key,electric,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10184.png,75,98,70,75
10185,eiscue-noice,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png,75,80,70,130
10186,indeedee-female,psychic,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png,70,55,65,85
10187,morpeko-hangry,electric,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10187.png,58,95,58,97
10188,zacian-crowned,fairy,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png,92,150,115,148
10189,zamazenta-crowned,fighting,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png,92,120,140,128
10190,eternatus-eternamax,poison,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png,255,115,250,130
10191,urshifu-rapid-strike,fighting,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png,100,130,100,97
10192,zarude-dada,dark,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10192.png,105,120,105,105
10193,calyrex-ice,psychic,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png,100,165,150,50
10194,calyrex-shadow,psychic,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png,100,85,80,150
10195,venusaur-gmax,grass,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10195.png,80,82,83,80
10196,charizard-gmax,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10196.png,78,84,78,100
10197,blastoise-gmax,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10197.png,79,83,100,78
10198,butterfree-gmax,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10198.png,60,45,50,70
10199,pikachu-gmax,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10199.png,35,55,40,90
10200,meowth-gmax,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10200.png,40,45,35,90
10201,machamp-gmax,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10201.png,90,130,80,55
10202,gengar-gmax,ghost,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png,60,65,60,110
10203,kingler-gmax,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10203.png,55,130,115,75
10204,lapras-gmax,water,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10204.png,130,85,80,60
10205,eevee-gmax,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png,55,55,50,55
10206,snorlax-gmax,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10206.png,160,110,65,30
10207,garbodor-gmax,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png,80,95,82,75
10208,melmetal-gmax,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10208.png,135,143,143,34
10209,rillaboom-gmax,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10209.png,100,125,90,85
10210,cinderace-gmax,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10210.png,80,116,75,119
10211,inteleon-gmax,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10211.png,70,85,65,120
10212,corviknight-gmax,flying,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10212.png,98,87,105,67
10213,orbeetle-gmax,bug,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10213.png,60,45,110,90
10214,drednaw-gmax,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png,90,115,90,74
10215,coalossal-gmax,rock,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10215.png,110,80,120,30
10216,flapple-gmax,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png,70,110,80,70
10217,appletun-gmax,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10217.png,110,85,80,30
10218,sandaconda-gmax,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10218.png,72,107,125,71
10219,toxtricity-amped-gmax,electric,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10219.png,75,98,70,75
10220,centiskorch-gmax,fire,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10220.png,100,115,65,65
10221,hatterene-gmax,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png,57,90,95,29
10222,grimmsnarl-gmax,dark,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png,95,120,65,60
10223,alcremie-gmax,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10223.png,65,60,75,64
10224,copperajah-gmax,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10224.png,122,130,69,30
10225,duraludon-gmax,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png,70,95,115,85
10226,urshifu-single-strike-gmax,fighting,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10226.png,100,130,100,97
10227,urshifu-rapid-strike-gmax,fighting,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10227.png,100,130,100,97
10228,toxtricity-low-key-gmax,electric,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10228.png,75,98,70,75
10229,growlithe-hisui,fire,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png,60,75,45,55
10230,arcanine-hisui,fire,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10230.png,95,115,80,90
10231,voltorb-hisui,electric,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10231.png,40,30,50,100
10232,electrode-hisui,electric,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png,60,50,70,150
10233,typhlosion-hisui,fire,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png,73,84,78,95
10234,qwilfish-hisui,dark,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png,65,95,85,85
10235,sneasel-hisui,fighting,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png,55,95,55,115
10236,samurott-hisui,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10236.png,90,108,80,85
10237,lilligant-hisui,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png,70,105,75,105
10238,zorua-hisui,normal,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png,35,60,40,70
10239,zoroark-hisui,normal,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png,55,100,60,110
10240,braviary-hisui,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png,110,83,70,65
10241,sliggoo-hisui,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png,58,75,83,40
10242,goodra-hisui,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png,80,100,100,60
10243,avalugg-hisui,ice,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png,95,127,184,38
10244,decidueye-hisui,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png,88,112,80,60
10245,dialga-origin,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png,100,100,120,90
10246,palkia-origin,water,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10246.png,90,100,100,120
10247,basculin-white-striped,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10247.png,70,92,65,98
10248,basculegion-female,water,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10248.png,120,92,65,78
10249,enamorus-therian,fairy,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png,74,115,110,46
10250,tauros-paldea-combat-breed,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10250.png,75,110,105,100
10251,tauros-paldea-blaze-breed,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10251.png,75,110,105,100
10252,tauros-paldea-aqua-breed,fighting,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10252.png,75,110,105,100
10253,wooper-paldea,poison,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png,55,45,45,15
10254,oinkologne-female,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10254.png,115,90,70,65
10255,dudunsparce-three-segment,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png,125,100,80,55
10256,palafin-hero,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10256.png,100,160,97,100
10257,maushold-family-of-three,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10257.png,74,75,70,111
10258,tatsugiri-droopy,dragon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10258.png,68,50,60,82
10259,tatsugiri-stretchy,dragon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10259.png,68,50,60,82
10260,squawkabilly-blue-plumage,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10260.png,82,96,51,92
10261,squawkabilly-yellow-plumage,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10261.png,82,96,51,92
10262,squawkabilly-white-plumage,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10262.png,82,96,51,92
10263,gimmighoul-roaming,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10263.png,45,30,25,80
10264,koraidon-limited-build,fighting,dragon,,100,135,115,135
10265,koraidon-sprinting-build,fighting,dragon,,100,135,115,135
10266,koraidon-swimming-build,fighting,dragon,,100,135,115,135
10267,koraidon-gliding-build,fighting,dragon,,100,135,115,135
10268,miraidon-low-power-mode,electric,dragon,,100,85,100,135
10269,miraidon-drive-mode,electric,dragon,,100,85,100,135
10270,miraidon-aquatic-mode,electric,dragon,,100,85,100,135
10271,miraidon-glide-mode,electric,dragon,,100,85,100,135
10272,ursaluna-bloodmoon,ground,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10272.png,113,70,120,52
10273,ogerpon-wellspring-mask,grass,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10273.png,80,120,84,110
10274,ogerpon-hearthflame-mask,grass,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10274.png,80,120,84,110
10275,ogerpon-cornerstone-mask,grass,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10275.png,80,120,84,110
10276,terapagos-terastal,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10276.png,95,95,110,85
10277,terapagos-stellar,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10277.png,160,105,110,85
